MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.3373,35,5.292,1.749,401,2.942,33.8137,-121.2995,3.3787
2.3055,44,5.24,1.442,523,3.883,41.2984,-122.7751,2.4396
3.9194,8,5.771,2.275,549,3.516,35.4256,-117.0267,3.9181
3.214,2,6.143,2.657,417,3.379,37.9627,-121.5863,2.7291
3.1838,6,7.197,2.532,521,4.304,35.5574,-117.9411,3.8026
3.4371,31,6.658,2.249,625,3.679,37.0413,-121.1128,3.9059
1.2614,10,6.725,2.195,587,3.696,41.0861,-119.1845,1.1542
3.9685,44,9.643,3.306,825,3.767,33.1515,-120.9609,4.6019
3.6922,21,7.802,3.105,521,3.701,40.6353,-120.1765,3.8589
1.635,42,7.651,1.923,1440,3.666,37.797,-116.8133,2.8895
2.406,10,4.601,1.302,396,4.637,38.8182,-115.2198,2.7419
2.6654,23,5.577,1.66,510,3.371,33.0309,-119.1582,3.4145
2.5415,3,4.776,1.57,809,2.921,39.7333,-118.0924,2.8268
3.2121,32,5.558,2.103,905,3.743,33.7139,-115.4237,3.9952
5.5605,20,7.689,2.465,363,3.253,41.6658,-122.9962,4.9791
4.6687,10,5.983,1.982,631,3.183,40.0932,-122.7969,3.7948
1.4104,29,8.183,2.732,992,3.71,37.1822,-120.728,1.7819
3.71,41,7.518,2.264,298,3.872,41.2796,-121.2548,4.0993
5.2829,51,6.55,1.829,636,3.625,34.1062,-114.1431,5.5
3.2983,46,8.226,2.499,316,3.481,41.9208,-118.577,3.7966
4.6903,34,8.749,2.338,442,3.611,39.3098,-118.999,4.8244
7.4345,37,7.136,1.914,694,3.691,33.4346,-118.4235,5.5
4.5351,20,6.802,2.166,596,3.717,37.5976,-115.3109,4.8436
3.0792,8,7.42,2.048,376,2.899,39.2533,-121.9427,3.3203
4.5839,7,4.939,1.938,1225,4.237,38.3237,-119.1348,4.7711
2.9225,6,6.326,1.944,562,3.031,36.5275,-121.6549,2.7392
2.751,11,6.45,2.373,875,3.377,34.8574,-116.3039,3.3483
2.2803,44,6.012,1.429,1409,2.992,34.7632,-116.3403,3.4787
5.94,18,5.537,1.325,474,3.811,41.306,-114.447,5.3202
1.8054,51,8.046,2.369,904,3.358,34.73,-119.8084,3.3835
5.8485,42,6.716,2.329,818,3.62,41.6428,-122.8342,5.4382
3.4901,29,6.847,1.886,332,3.343,34.4971,-115.0877,4.2445
1.3503,25,8.871,2.617,1216,3.202,36.1507,-115.1487,3.0387
3.2668,21,6.227,2.179,699,2.645,32.6171,-122.036,3.7586
0.9512,46,5.988,1.68,509,3.415,41.0799,-121.5992,2.2947
3.7164,3,8.742,2.292,295,3.134,33.4913,-121.2092,4.0012
4.2318,18,4.866,1.632,351,4.016,35.8946,-119.7566,3.9146
2.0215,24,6.551,1.538,630,5.121,40.5039,-115.795,2.2803
2.8915,47,5.592,1.573,340,4.92,40.023,-122.9841,3.2209
7.2216,38,6.893,2.107,912,3.675,40.4943,-117.1459,5.5
2.1109,10,7.321,2.39,550,3.32,41.184,-120.7956,2.3611
1.6009,27,7.41,2.528,304,2.84,41.1552,-122.4455,2.2783
5.7021,12,8.097,2.825,477,3.5,39.8197,-120.9464,5.1904
7.2521,7,6.155,1.753,390,3.265,38.033,-118.9006,5.5
2.7233,17,6.233,2.168,360,3.346,37.8347,-114.8252,2.7413
4.5074,1,7.249,2.358,219,2.961,32.6227,-117.9032,4.832
5.3161,50,7.849,2.638,699,4.128,39.3644,-118.1256,5.5
1.8753,26,5.034,1.351,412,4.01,34.6534,-123.3582,2.8512
2.1326,15,6.925,2.308,1699,3.263,40.3726,-123.6621,2.0801
5.0301,51,5.981,1.748,1092,4.226,37.7611,-123.1406,5.5
6.3123,33,6.6,1.996,1503,3.751,41.8789,-123.4968,5.5
3.6018,37,6.027,1.858,951,4.022,34.4976,-118.4482,4.5852
1.7508,47,5.608,2.275,496,4.173,39.3729,-119.7475,2.811
7.3414,31,5.302,1.348,782,3.924,37.7016,-124.4476,5.5
2.0845,35,6.283,2.259,571,3.307,41.3522,-120.8138,2.3073
2.2989,1,6.99,2.597,788,4.353,35.0269,-123.1627,2.2562
3.2258,8,5.74,1.959,1038,4.173,33.0647,-114.1247,2.7937
5.9126,12,8.404,2.296,896,4.182,37.6667,-119.6683,5.4337
4.1661,19,11.37,4.376,667,3.084,37.4553,-120.0257,4.1891
3.3449,25,7.073,2.004,687,3.027,35.4612,-117.7362,4.0634
3.4269,32,6.427,2.149,742,4.679,41.8721,-120.7505,4.0389
2.7781,12,5.409,1.655,1156,3.393,33.1623,-116.9871,3.7472
3.5933,13,7.008,1.973,520,3.859,37.9104,-114.9997,3.7965
0.7674,28,8.981,2.94,584,4.46,34.9721,-119.2616,2.0443
2.3436,1,10.041,3.956,516,4.768,32.5182,-120.4793,2.5264
3.0669,51,8.813,2.757,712,4.049,41.8846,-119.0201,3.8271
1.5288,6,7.772,3.1,914,3.449,37.0753,-118.1627,1.7244
3.2975,8,7.069,2.056,772,3.567,40.6433,-115.5991,3.3183
2.4541,4,5.272,1.602,646,3.927,40.4806,-120.358,2.1668
6.5387,5,6.35,1.516,1137,3.815,40.2166,-123.96,5.5
5.9686,25,6.201,1.687,447,3.356,36.8607,-117.8773,5.5
2.1535,22,6.358,1.838,314,2.599,41.0113,-114.1378,2.335
2.5208,28,5.612,1.591,781,3.346,35.9891,-115.5305,3.9819
2.6196,39,7.626,1.922,651,3.605,36.3797,-116.5383,4.1703
2.1688,23,6.128,1.605,611,3.713,34.9292,-122.6467,2.8585
2.9967,4,6.029,1.722,343,4.824,36.7568,-116.6395,3.2614
1.8605,4,5.615,2.018,734,4.365,41.8718,-123.6445,1.65
1.5445,47,6.805,1.533,1631,3.479,37.9458,-119.3139,2.9357
3.7112,21,9.022,1.767,341,4.006,40.3954,-120.6056,4.1756
3.7239,37,6.468,1.371,614,2.595,35.0018,-114.9945,4.7022
1.8182,41,6.877,1.772,690,4.474,41.5812,-122.8217,2.0652
4.2532,2,10.009,3.322,532,3.461,32.6251,-116.2167,4.0945
1.9822,7,8.43,2.379,722,3.822,41.3373,-123.9906,1.7891
3.0851,49,7.346,2.068,531,3.735,41.031,-117.1316,3.3423
4.0967,16,7.279,2.041,718,4.338,33.1399,-121.4153,4.7297
2.673,17,5.74,1.183,585,3.535,38.246,-114.2529,2.9192
3.4122,20,5.632,1.932,508,4.205,39.9598,-117.4467,3.4125
2.0997,23,6.676,2.44,639,3.924,36.3362,-121.2565,3.2795
2.464,34,6.712,1.901,846,3.786,33.3726,-122.027,3.1075
2.4524,11,5.473,1.665,305,3.66,40.3793,-117.7873,2.6417
1.8714,34,7.534,2.305,941,3.455,36.9317,-121.6363,2.2886
2.4883,33,6.124,1.51,462,3.63,35.0009,-122.5385,3.1632
1.2532,26,8.285,2.303,906,3.518,33.1731,-117.6995,2.5827
2.1264,2,6.408,2.494,475,3.956,38.5816,-116.895,2.4709
2.3574,23,6.292,1.886,950,3.166,32.9019,-122.0007,2.8382
2.3915,41,5.383,1.675,649,3.758,40.0154,-118.8733,3.4664
2.4091,22,5.496,1.458,417,4.681,39.8221,-117.5319,3.6627
2.6356,34,8.655,2.41,534,3.489,35.568,-114.6099,4.074
3.4546,15,6.858,2.279,1208,3.967,36.9867,-116.064,2.8511
4.2091,10,7.037,1.816,682,2.708,38.8576,-120.0814,4.4214
1.9643,15,9.244,3.522,528,2.981,41.6117,-115.6337,2.5183
1.4894,42,5.018,1.1,1176,3.647,37.4414,-119.8622,2.5905
1.6144,29,7.481,2.008,1020,3.678,41.9685,-123.1337,2.1307
2.1306,23,4.783,1.081,436,3.741,35.5885,-120.9184,2.8499
2.2797,17,5.93,2.172,600,5.213,37.5017,-116.0504,2.8
1.8497,9,5.179,1.544,275,3.419,33.5983,-114.464,2.2687
1.4218,50,7.798,2.228,1028,3.765,37.7862,-114.1724,3.2491
2.164,36,4.542,1.453,666,3.355,37.595,-117.7895,3.5946
2.9764,9,6.183,2.287,929,4.15,40.5637,-119.4774,2.3718
3.6602,16,5.166,1.606,253,3.16,41.9672,-122.7984,2.9441
2.0571,36,5.468,1.953,577,3.364,41.8687,-123.4235,2.508
2.2111,48,5.632,1.607,723,3.27,34.7449,-119.0557,3.7438
1.7103,51,8.657,2.181,230,4.205,35.7152,-116.8583,3.3067
2.6759,33,6.053,1.886,923,3.788,35.1092,-121.0988,3.3676
1.7785,31,9.525,2.525,565,3.877,34.397,-117.4159,2.9475
3.6203,6,10.012,3.348,276,3.615,33.9263,-118.5065,4.1026
1.113,10,10.449,2.921,514,4.462,37.3616,-114.6221,1.7702
2.2709,16,6.403,1.894,835,3.635,40.7887,-122.2997,2.736
3.1599,4,6.774,1.273,421,5.027,38.1037,-118.2939,3.7702
2.98,22,7.02,2.062,650,4.504,40.7903,-120.1551,3.1475
10.4491,13,6.014,1.731,535,3.024,41.6152,-121.7535,5.5
3.2378,16,7.09,2.539,245,4.089,36.1398,-120.7484,2.8897
1.6454,29,5.385,1.85,908,4.503,40.4388,-121.4074,2.296
2.5916,6,4.553,1.371,996,3.505,32.9972,-118.9597,3.6205
1.1184,26,7.552,1.65,1181,3.951,37.0702,-118.6404,2.6294
2.6109,11,6.035,1.678,668,3.023,35.9988,-115.4118,3.1072
1.7923,24,5.343,1.914,847,3.227,34.4461,-116.2963,2.5583
4.296,29,5.473,1.588,296,3.585,36.6647,-121.3236,4.2964
2.0652,3,9.061,2.235,749,3.073,36.7152,-114.7211,2.4811
2.5641,10,7.151,2.557,567,3.748,40.1811,-115.3823,2.641
1.9783,1,4.839,1.059,640,4.096,40.7547,-117.9284,1.5603
6.4846,43,5.139,1.513,380,3.263,38.741,-124.3044,5.5
2.3149,26,6.106,2.002,1165,3.079,38.5172,-122.3041,3.0931
6.7956,12,7.17,2.196,291,2.982,33.5467,-116.2121,5.5
4.084,14,5.531,1.316,762,4.464,37.965,-119.7355,4.1311
3.4592,25,6.255,1.586,420,2.919,35.1072,-123.1775,4.164
3.2686,8,6.638,1.76,1918,3.884,35.3002,-120.2133,3.7351
3.3098,43,6.667,2.262,941,4.53,33.4004,-122.275,4.0955
1.0368,4,4.185,1.291,655,3.235,38.5407,-115.128,1.0686
2.3645,28,6.79,1.905,397,3.296,38.0462,-115.1628,3.1896
4.1478,7,4.665,1.495,1037,3.815,34.5926,-120.4358,4.0838
2.6526,10,6.113,1.605,130,3.852,34.9989,-123.0574,2.9715
1.3464,51,5.856,1.973,806,3.46,39.8435,-120.7323,2.6874
2.648,36,5.243,1.691,858,3.561,40.0329,-123.1482,3.2638
6.3729,2,7.772,2.244,833,3.768,37.1843,-121.3075,5.4904
5.0705,26,5.199,1.517,1011,3.507,33.9155,-116.4026,5.5
2.6353,50,5.831,1.65,501,3.524,33.0281,-121.4346,3.687
4.3742,14,7.834,2.74,875,5.009,35.079,-118.7859,4.794
2.2631,16,5.798,1.802,475,4.329,39.4463,-123.2518,2.5497
1.1596,43,5.57,1.611,439,4.382,38.2078,-120.8499,2.4419
1.7122,42,6.135,1.543,396,3.539,39.322,-124.0838,2.9749
5.9384,17,7.271,2.395,586,2.928,36.9816,-118.7442,5.5
2.3703,46,8.916,2.917,1159,5.46,39.6697,-120.85,3.509
2.4068,22,5.384,1.474,1567,3.403,37.0677,-115.344,3.3495
2.3398,4,5.468,1.525,581,3.892,33.2981,-120.3782,2.6112
7.0432,19,6.125,1.802,481,4.18,33.2587,-118.6434,5.5
6.1287,2,6.802,1.648,1292,3.42,40.3993,-114.2452,5.5
8.2432,39,5.557,1.688,826,4.255,38.4814,-117.7516,5.5
2.5105,9,7.51,1.635,674,3.723,35.1517,-119.245,3.2094
3.1513,19,5.404,1.275,382,3.579,39.6932,-123.4697,3.1118
1.2734,16,4.534,1.245,1360,3.42,33.7895,-115.8799,2.6028
5.6886,25,7.257,1.949,697,3.227,38.6298,-117.755,5.5
1.5161,48,7.443,2.401,665,2.873,41.9001,-123.3605,2.3333
3.0295,18,8.131,2.554,872,5.772,33.9252,-121.9205,3.3993
1.5704,23,4.466,1.647,672,4.638,33.8485,-118.8547,2.6043
2.025,21,5.67,1.727,1390,3.775,36.9444,-124.0268,2.729
1.7885,11,6.157,1.91,1103,4.714,38.6053,-116.9577,2.4303
2.0058,39,9.592,2.32,502,4.618,32.7522,-122.1082,3.1824
2.076,41,6.273,1.518,694,4.063,37.2469,-119.358,2.9461
2.0665,4,4.992,1.514,496,3.537,33.2901,-121.9627,2.8536
4.1234,25,6.899,2.098,1710,4.37,34.7926,-119.3635,4.5938
1.5645,32,8.638,2.717,463,4.26,39.2678,-122.5084,1.9785
3.0352,30,8.228,2.991,626,4.184,39.5192,-118.2638,3.2087
4.9977,45,7.304,1.783,797,3.541,39.4325,-114.9407,5.0278
2.1031,26,6.849,2.633,856,3.932,33.1189,-116.023,3.227
1.8985,36,4.27,0.963,931,3.871,39.9742,-121.964,3.1944
2.4223,51,6.516,2.076,992,3.519,36.606,-119.2699,3.3831
4.9031,34,6.728,1.599,940,3.927,37.0154,-120.0574,4.8606
2.9953,9,6.272,2.109,535,4.492,36.4871,-114.3625,3.0383
2.0842,12,7.541,1.703,506,4.688,40.6417,-116.1124,2.4815
3.4623,2,6.251,1.021,677,4.004,38.9597,-123.372,2.6943
1.5665,38,6.013,1.848,504,3.629,37.2502,-122.7302,2.1154
3.8216,5,8.121,2.386,478,4.225,40.4257,-117.1287,4.0023
3.3344,5,5.959,2.117,538,3.283,40.151,-122.8215,3.1405
2.3305,22,6.569,1.996,1902,3.521,32.5479,-114.5201,3.5144
1.7873,5,7.867,2.067,1439,4.508,37.0494,-114.0741,1.8259
1.7448,4,5.31,1.45,590,4.953,32.9013,-116.3271,2.2742
3.5516,9,5.204,2.398,236,4.414,35.4183,-124.2186,3.0866
5.0253,29,8.735,2.239,495,3.674,40.1365,-119.4314,5.5
1.9765,22,5.752,1.876,1032,2.754,41.4685,-120.2362,2.2407
3.4185,27,7.516,2.406,304,4.18,34.7996,-116.1049,3.9115
0.9574,10,4.631,1.516,899,4.018,32.7035,-121.4864,1.7461
2.0293,16,4.115,1.33,871,4.036,36.3222,-120.4457,2.807
2.6764,42,6.999,2.006,670,3.04,35.6836,-123.5182,3.4366
1.7249,42,6.313,1.338,652,3.544,38.9312,-120.9023,2.9172
1.7019,51,7.013,2.159,423,4.947,37.203,-114.2745,3.0166
1.9467,10,9.865,2.953,942,3.215,36.289,-114.6074,2.576
3.1459,6,5.092,1.559,776,4.052,34.6808,-116.6223,3.4395
2.4752,49,6.533,2.145,523,3.384,40.3706,-114.9737,3.3621
0.8877,5,8.981,2.509,449,4.009,34.8597,-122.2827,1.6926
0.9414,6,5.229,1.406,366,3.612,33.02,-117.9708,2.0305
2.0069,47,5.761,1.988,800,4.46,37.8638,-119.2503,3.2202
3.4173,25,4.637,1.315,601,3.741,35.5148,-120.0618,4.3258
0.6881,51,10.77,2.965,605,4.317,39.2681,-121.0892,2.1637
2.1173,50,4.313,1.169,304,5.146,33.2683,-115.4036,3.6258
2.0894,4,7.695,2.537,384,4.311,41.6799,-119.4127,1.9235
5.4421,40,5.016,1.452,364,4.051,34.2752,-116.8976,5.5
2.2423,48,5.27,2.164,976,4.426,35.892,-117.0875,3.8466
3.292,32,8.167,2.474,724,4.042,37.0691,-123.0713,3.0103
2.9172,51,5.587,1.339,577,3.407,40.9561,-123.9862,3.7662
0.9368,35,7.45,2.072,1156,3.295,39.3641,-115.6804,1.9642
3.9912,10,8.78,2.922,1077,4.121,33.8759,-119.3516,4.5901
3.0274,34,6.76,1.825,1155,3.399,36.6668,-115.9941,3.5919
3.5048,36,7.852,2.349,589,3.353,37.6577,-121.3808,4.1801
19.3583,6,6.591,2.3,327,3.617,39.1702,-115.4508,5.5
0.9588,43,6.656,2.372,1561,2.925,37.9322,-115.7764,2.3757
6.4388,46,5.704,1.562,864,3.385,36.8447,-120.4925,5.5
2.3544,16,9.994,2.87,873,3.346,39.7727,-120.1772,2.5922
3.1382,19,7.6,2.317,932,5.448,36.0915,-120.8156,3.6332
2.6571,34,7.241,2.658,2648,4.159,41.8781,-124.1344,2.9192
2.1987,25,7.647,1.874,632,3.499,41.5039,-117.2796,2.2355
2.0444,31,5.658,1.799,1364,3.332,39.2201,-121.6363,2.5612
3.2051,49,7.926,2.4,434,2.669,40.8848,-115.2179,4.3195
1.273,41,9.148,2.334,999,3.028,36.2352,-115.0775,2.7023
3.9562,17,4.962,1.796,1622,2.95,38.024,-116.9129,3.8338
2.2076,47,7.272,2.542,649,3.236,35.0902,-122.5936,3.1549
1.5449,30,6.567,2.475,254,3.713,40.9136,-123.5624,1.8298
2.1706,39,5.835,2.095,883,3.618,36.9747,-115.9273,2.8788
5.0966,31,5.229,1.571,596,3.274,37.5934,-115.1228,5.5
2.0799,19,8.145,2.696,1014,3.691,40.7134,-120.8036,2.2715
3.2519,35,6.77,2.143,526,3.041,40.0741,-120.794,3.635
1.8861,29,6.212,1.582,2194,3.971,35.5566,-120.4021,3.0217
3.9708,1,7.274,1.708,701,4.167,33.3306,-115.81,3.6507
3.8296,4,6.314,2.011,987,4.0,34.0399,-117.0757,4.3459
6.8504,28,5.628,1.716,403,4.383,35.7214,-123.2192,5.5
2.4898,18,6.658,1.886,369,3.007,35.4003,-117.8357,2.7391
3.7974,26,6.444,1.903,347,3.74,32.864,-124.3973,3.5485
2.8549,40,4.632,1.799,348,3.247,36.6046,-117.0409,3.7522
5.1962,19,5.71,1.091,933,3.159,33.5056,-116.4714,5.5
1.8976,6,5.067,1.682,492,3.048,34.5985,-115.943,2.7501
3.9452,1,4.731,1.619,352,5.462,39.9811,-117.9308,3.6383
2.4661,8,7.157,2.493,469,4.262,37.2014,-122.6038,2.4391
2.6324,33,5.667,1.31,945,4.76,36.0431,-116.1657,3.6909
2.8459,51,8.125,2.318,933,3.917,34.2616,-115.0522,4.233
3.0837,43,4.589,1.298,1094,3.303,40.7297,-117.8451,3.7081
2.5648,21,6.099,1.919,577,4.109,41.0851,-121.6113,2.458
3.0263,24,5.726,1.394,1805,5.343,37.4274,-122.6167,3.3771
5.9838,25,4.792,1.528,1142,4.019,41.2521,-122.0696,5.2745
4.4492,47,6.489,1.66,369,3.658,36.9155,-124.3225,4.4118
4.1979,43,4.866,1.387,998,3.87,33.5188,-124.3932,4.9357
2.1646,19,6.791,2.494,671,4.398,32.6619,-121.3811,2.7371
1.7426,29,7.564,2.588,612,3.71,33.7196,-114.8089,2.1927
4.3826,10,6.856,2.099,668,3.656,38.4152,-117.9761,4.056
4.2124,12,7.044,1.623,476,3.374,35.5486,-120.4459,4.6449
5.6765,33,8.107,2.567,1101,3.918,38.6589,-124.3861,5.1134
2.0097,7,6.446,2.063,498,3.109,37.3258,-114.1081,2.2497
2.4235,17,5.498,1.072,502,3.517,35.6636,-119.7136,3.528
1.1975,10,5.733,1.821,972,3.649,34.5775,-114.0892,1.7365
2.2339,31,5.758,1.418,1968,3.199,33.2699,-116.9385,3.887
4.474,6,5.277,1.193,518,3.706,39.9327,-123.962,3.8553
2.1528,17,7.67,1.871,356,4.289,40.2805,-115.4802,2.3979
3.7443,50,7.249,1.391,1176,4.633,37.6438,-118.9308,5.0314
2.4713,37,4.72,1.32,733,3.593,33.9924,-119.7464,3.9675
3.1964,18,5.498,1.373,855,3.482,35.0035,-116.5426,3.5889
1.5314,26,5.23,1.867,676,3.58,41.5739,-116.3646,1.6192
2.8366,49,6.929,1.954,894,4.081,34.6464,-116.1375,3.7469
0.6092,16,8.19,2.162,797,3.399,33.0396,-116.5144,2.395
2.4758,8,7.127,1.57,511,3.399,37.7255,-117.7667,2.9724
1.2029,24,5.631,1.569,945,3.87,34.9882,-117.406,2.3132
4.9679,13,6.073,2.233,854,4.015,41.5956,-115.4849,4.489
4.0096,29,4.951,1.868,552,3.83,37.9603,-117.2493,3.8344
3.4327,32,5.02,1.414,610,3.787,41.6752,-123.4357,3.4381
5.8154,24,7.777,2.306,449,3.467,39.963,-117.7222,5.5
1.6914,16,8.912,2.987,837,3.729,39.3693,-122.7151,1.6346
6.5122,11,5.617,1.397,842,2.688,40.3885,-124.3503,5.4606
4.3323,32,6.547,2.085,652,4.706,38.2464,-122.2512,4.2578
2.4151,6,7.563,3.164,376,3.807,32.6057,-122.8787,2.1699
4.7961,35,4.721,1.597,241,5.14,36.2284,-123.428,4.5818
1.5634,33,5.272,1.775,592,4.517,34.5807,-122.2426,1.9909
1.7999,18,10.151,3.727,748,3.309,36.626,-118.5825,2.0788
2.0051,37,5.363,1.851,918,3.527,36.9702,-122.9096,3.1238
2.0865,13,6.021,1.73,1171,3.181,33.7144,-121.5659,2.4387
1.6028,10,5.74,1.383,556,3.378,32.7226,-115.5793,2.3334
5.0105,37,4.463,1.309,301,2.988,33.8129,-115.1755,5.5
2.3883,26,6.594,1.659,514,3.26,40.6456,-121.0026,2.7455
3.2422,46,6.448,1.843,1981,3.21,39.6806,-115.061,4.0672
2.0438,17,6.732,1.726,1513,4.242,40.0895,-118.3499,2.5384
1.0938,1,6.369,1.787,823,2.966,35.1249,-122.1231,1.5447
3.1113,25,5.904,1.333,536,5.243,34.7429,-116.5799,4.2332
1.0448,34,5.837,1.549,635,3.549,32.855,-114.818,2.0307
2.6266,39,5.857,1.876,1567,4.559,36.9866,-117.578,3.4811
1.3714,10,5.331,1.775,738,3.242,36.1329,-122.386,2.1029
7.3422,20,5.49,1.768,549,4.176,40.4409,-123.5983,5.5
4.2874,7,5.348,1.504,1290,3.027,38.9777,-122.0912,3.9511
2.8659,16,7.323,2.243,251,3.024,33.8707,-120.9457,3.3168
5.1133,37,6.913,2.746,402,4.383,41.878,-120.9958,5.1202
1.7804,29,6.518,1.721,444,3.653,39.8211,-119.2653,2.824
3.5671,12,10.026,3.812,1097,3.613,39.3423,-119.1957,3.1253
3.0039,17,5.395,1.229,502,3.224,34.5578,-119.55,4.2807
3.1019,48,8.269,1.774,274,3.284,41.099,-120.8898,3.3381
5.1355,20,6.145,1.798,470,2.975,37.0022,-123.3783,4.4792
3.9206,26,6.698,1.997,525,3.448,35.3277,-120.1077,4.0237
3.1404,48,7.481,1.821,643,3.861,38.7209,-114.1495,3.658
1.1883,19,5.884,1.668,709,3.762,34.5116,-117.6343,2.3577
1.682,47,5.264,1.685,1079,3.768,41.1219,-119.8823,2.3256
2.5565,12,5.43,1.364,569,2.803,40.6163,-123.6233,2.2738
2.8482,21,4.382,1.537,497,3.827,36.9167,-122.2609,3.2129
1.5448,42,7.377,2.628,680,3.55,34.3112,-118.4662,3.0166
9.0779,34,7.338,2.658,750,3.323,37.2168,-119.2723,5.5
5.802,7,9.207,2.344,492,3.123,33.9168,-124.2985,5.5
3.6732,45,7.076,1.848,283,4.104,35.0636,-123.5945,4.4092
2.818,35,7.455,2.172,520,2.777,37.086,-120.7619,3.8483
2.4446,15,6.373,1.825,995,3.124,32.7008,-123.0213,2.8539
1.6888,1,7.152,2.029,639,3.799,39.7744,-114.4427,1.3586
2.8257,26,8.214,2.775,1238,3.453,34.3707,-124.1418,2.8874
3.0922,35,6.732,2.226,855,3.932,40.7328,-114.2725,2.7966
1.461,25,5.833,1.495,510,3.771,32.7115,-117.6062,2.9539
3.2126,42,6.195,1.505,1386,3.373,37.5553,-120.2241,4.2451
2.5152,15,7.616,1.813,430,2.938,39.8782,-118.836,2.1356
1.0472,22,5.868,1.502,287,4.16,34.7605,-120.1937,2.3133
1.7679,6,7.852,2.688,790,3.626,39.2218,-118.4813,2.0744
2.2105,15,9.945,3.055,449,3.09,39.3482,-122.9039,2.1257
6.9856,24,7.873,2.727,646,2.786,38.5595,-123.2399,5.5
3.5904,21,7.608,1.636,389,3.905,35.9604,-118.9498,4.2251
1.3941,7,6.974,2.188,666,3.394,39.9581,-123.7509,1.8236
3.4661,29,5.55,1.737,847,3.162,38.4701,-121.4289,3.8256
1.254,32,5.455,1.964,912,4.44,38.1087,-114.7676,1.7288
4.6709,32,5.444,1.522,376,2.868,40.282,-115.2998,5.4705
2.1478,5,7.293,2.013,337,3.586,34.8241,-115.7703,2.999
2.594,4,5.987,2.247,811,4.142,34.7086,-119.1748,3.2586
5.2746,22,6.443,1.878,550,3.997,36.1712,-124.2072,5.335
1.4282,18,7.081,2.187,503,3.094,33.1948,-123.2256,2.4706
1.3518,35,5.483,1.775,627,4.538,35.7052,-114.8458,2.4549
2.0303,17,5.855,1.268,610,4.611,36.3596,-115.7177,2.7183
4.5685,50,6.938,2.096,801,4.336,37.2031,-120.5465,5.2425
1.2717,50,6.107,1.452,848,3.286,34.9131,-116.8458,2.7544
0.6596,24,6.224,1.84,1087,3.599,41.115,-115.5275,0.7297
2.1693,2,5.288,1.508,584,4.496,35.2082,-117.9865,3.0008
3.5818,13,6.241,1.714,1094,3.971,40.5897,-115.538,4.1003
4.9537,15,9.357,3.1,892,3.393,36.727,-121.9309,4.6758
2.1564,5,5.92,1.805,1029,3.605,39.3225,-119.6476,2.7815
2.2129,3,5.177,1.278,382,3.004,33.5536,-118.4201,3.5384
4.8402,37,7.974,1.956,631,4.421,37.6741,-117.8728,5.3147
1.0673,37,7.244,2.477,1715,3.663,41.6278,-114.1366,2.2183
2.2384,37,6.777,2.02,335,4.852,38.8294,-115.6177,3.0697
2.9898,3,5.017,1.148,1629,2.887,40.2927,-123.9198,2.8282
3.4028,35,5.149,1.437,1593,3.238,34.9802,-122.7241,4.3489
2.1066,23,4.826,1.41,959,3.69,40.1016,-117.6,2.8007
2.7655,28,7.101,1.692,339,5.273,35.8369,-121.9746,2.7314
0.7834,30,8.086,2.168,596,3.761,37.1082,-122.8308,2.4931
1.9559,18,7.153,2.474,988,3.335,34.2856,-117.5002,2.7276
3.4101,36,10.044,4.264,342,3.728,37.1141,-118.8675,3.901
1.6634,33,5.925,1.867,932,3.375,37.3992,-116.0455,3.2073
2.7996,26,6.067,1.409,702,4.285,38.4121,-121.1467,3.2082
3.3988,48,6.627,1.916,500,4.229,40.752,-121.0381,3.735
2.2904,40,6.184,1.893,380,4.751,35.3961,-122.9198,3.0823
2.9601,17,7.205,2.445,1379,2.957,41.8493,-117.6513,3.0944
1.6797,40,5.699,1.941,980,2.895,40.5531,-117.0566,3.016
2.4515,7,4.949,1.822,612,3.595,36.3278,-123.0465,2.2178
3.6881,8,4.62,1.386,676,4.2,34.6533,-121.8318,3.5906
2.9402,31,7.177,2.159,581,4.337,33.1792,-122.8802,3.4882
2.0274,12,5.828,1.198,269,3.852,34.7265,-116.6494,2.559
3.0408,48,5.155,1.286,1266,4.199,40.903,-122.3045,3.5528
3.8857,31,5.722,1.327,742,4.68,35.2743,-122.9014,4.1549
0.9753,44,10.051,2.593,1071,3.322,33.8108,-123.7666,2.109
4.8527,19,5.211,1.263,530,4.645,32.7154,-115.7714,4.8623
2.2976,10,7.574,1.862,696,4.668,35.328,-123.1982,2.8428
3.3627,39,7.085,2.511,780,3.434,34.5535,-124.1885,3.3239
4.9462,12,8.702,1.774,1113,3.248,33.4709,-123.8248,5.4205
1.3691,20,6.319,1.833,1630,4.163,41.5353,-120.6483,1.7084
1.9065,37,4.806,1.65,558,5.048,35.0424,-118.2351,3.2202
2.3531,48,8.036,2.29,559,3.296,32.5587,-120.3189,4.0161
1.837,41,6.158,2.256,588,4.991,41.4706,-119.7182,2.1049
6.4719,7,8.569,2.314,493,3.243,37.9959,-114.8473,5.5
1.7711,14,7.725,2.994,2497,3.601,33.2867,-116.5313,2.274
2.059,11,8.042,1.782,286,3.169,32.7985,-120.9191,2.4227
3.0108,7,11.121,4.075,2548,3.963,33.5246,-122.8797,3.101
1.4902,29,6.877,1.756,915,3.793,38.1192,-116.6337,2.464
2.2304,10,8.909,3.316,638,3.745,33.0878,-118.478,3.1642
